Source,Env.,Sex,Stage,Species,Family,Order,Voltinism,Latitude,Longitude,Location,Altitude (m.a.s.l),Body Size,Original Units,Dry Mass (mg),LN Dry Mass,Notes
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,0.95,Intertegular distance (mm),1.69,0.53,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.30,Intertegular distance (mm),3.67,1.30,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.23,Intertegular distance (mm),3.17,1.15,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.31,Intertegular distance (mm),3.74,1.32,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.29,Intertegular distance (mm),3.55,1.27,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.18,Intertegular distance (mm),2.88,1.06,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.25,Intertegular distance (mm),3.29,1.19,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.07,Intertegular distance (mm),2.23,0.80,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.14,Intertegular distance (mm),2.62,0.96,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.13,Intertegular distance (mm),2.59,0.95,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.20,Intertegular distance (mm),3.02,1.10,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.23,Intertegular distance (mm),3.16,1.15,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.21,Intertegular distance (mm),3.08,1.12,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.41,Intertegular distance (mm),4.45,1.49,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.06,Intertegular distance (mm),2.22,0.80,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.28,Intertegular distance (mm),3.51,1.25,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.24,Intertegular distance (mm),3.21,1.17,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.18,Intertegular distance (mm),2.87,1.05,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.00,Intertegular distance (mm),1.92,0.65,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.17,Intertegular distance (mm),2.79,1.03,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.13,Intertegular distance (mm),2.60,0.96,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.11,Intertegular distance (mm),2.48,0.91,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.15,Intertegular distance (mm),2.67,0.98,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.36,Intertegular distance (mm),4.10,1.41,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.13,Intertegular distance (mm),2.56,0.94,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.15,Intertegular distance (mm),2.71,1.00,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,0.92,Intertegular distance (mm),1.56,0.45,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.22,Intertegular distance (mm),3.13,1.14,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.07,Intertegular distance (mm),2.26,0.81,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.06,Intertegular distance (mm),2.22,0.80,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.15,Intertegular distance (mm),2.68,0.99,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.19,Intertegular distance (mm),2.91,1.07,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.23,Intertegular distance (mm),3.20,1.16,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.04,Intertegular distance (mm),2.09,0.74,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.02,Intertegular distance (mm),1.99,0.69,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.20,Intertegular distance (mm),3.02,1.10,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.33,Intertegular distance (mm),3.84,1.35,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.36,Intertegular distance (mm),4.08,1.41,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.17,Intertegular distance (mm),2.80,1.03,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.28,Intertegular distance (mm),3.51,1.26,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4190,1.31,Intertegular distance (mm),3.72,1.31,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,0.96,Intertegular distance (mm),1.72,0.54,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,0.96,Intertegular distance (mm),1.72,0.54,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,0.96,Intertegular distance (mm),1.72,0.54,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.00,Intertegular distance (mm),1.91,0.65,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.00,Intertegular distance (mm),1.91,0.65,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.00,Intertegular distance (mm),1.91,0.65,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.00,Intertegular distance (mm),1.91,0.65,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.04,Intertegular distance (mm),2.10,0.74,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.06,Intertegular distance (mm),2.20,0.79,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.06,Intertegular distance (mm),2.20,0.79,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.06,Intertegular distance (mm),2.20,0.79,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.06,Intertegular distance (mm),2.20,0.79,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.08,Intertegular distance (mm),2.31,0.84,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.08,Intertegular distance (mm),2.31,0.84,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.10,Intertegular distance (mm),2.41,0.88,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.10,Intertegular distance (mm),2.41,0.88,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.10,Intertegular distance (mm),2.41,0.88,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.12,Intertegular distance (mm),2.52,0.93,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.14,Intertegular distance (mm),2.63,0.97,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.16,Intertegular distance (mm),2.75,1.01,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.17,Intertegular distance (mm),2.79,1.03,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.18,Intertegular distance (mm),2.87,1.05,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.20,Intertegular distance (mm),2.99,1.10,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.22,Intertegular distance (mm),3.12,1.14,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.22,Intertegular distance (mm),3.12,1.14,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.22,Intertegular distance (mm),3.12,1.14,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.24,Intertegular distance (mm),3.24,1.18,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.26,Intertegular distance (mm),3.37,1.22,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.13,Intertegular distance (mm),2.56,0.94,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.13,Intertegular distance (mm),2.56,0.94,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,0.98,Intertegular distance (mm),1.83,0.60,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.18,Intertegular distance (mm),2.86,1.05,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.13,Intertegular distance (mm),2.58,0.95,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.00,Intertegular distance (mm),1.92,0.65,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.13,Intertegular distance (mm),2.60,0.95,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.05,Intertegular distance (mm),2.15,0.77,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.00,Intertegular distance (mm),1.90,0.64,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.13,Intertegular distance (mm),2.56,0.94,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.09,Intertegular distance (mm),2.35,0.85,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.13,Intertegular distance (mm),2.59,0.95,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.11,Intertegular distance (mm),2.46,0.90,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.14,Intertegular distance (mm),2.61,0.96,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.13,Intertegular distance (mm),2.59,0.95,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,0.96,Intertegular distance (mm),1.74,0.55,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.14,Intertegular distance (mm),2.61,0.96,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.05,Intertegular distance (mm),2.17,0.78,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.31,Intertegular distance (mm),3.69,1.30,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.08,Intertegular distance (mm),2.28,0.83,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.20,Intertegular distance (mm),3.01,1.10,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.23,Intertegular distance (mm),3.16,1.15,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.12,Intertegular distance (mm),2.51,0.92,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.30,Intertegular distance (mm),3.64,1.29,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.19,Intertegular distance (mm),2.95,1.08,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,0.99,Intertegular distance (mm),1.85,0.61,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.02,Intertegular distance (mm),2.02,0.70,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.12,Intertegular distance (mm),2.52,0.93,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.07,Intertegular distance (mm),2.26,0.82,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.13,Intertegular distance (mm),2.59,0.95,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.13,Intertegular distance (mm),2.59,0.95,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.18,Intertegular distance (mm),2.87,1.05,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.06,Intertegular distance (mm),2.18,0.78,
Classen et al. 2017 (Func. Ecol. 31: 768–777),Terrestrial,F,Adult,Lasioglossum sp.2,Halictidae,Hymenoptera,>1,-2.85,37.22,"Mount Kilimanjaro, Tanzania, East Africa",4240,1.00,Intertegular distance (mm),1.91,0.65,
